player_id,nombre,liga,eventos_total,tiros,tiros_a_puerta,goles,penales_tirados,penales_metidos,tiros_fuera_area,tiros_fuera_a_puerta,goles_fuera_area,tiros_area_grande,goles_area_grande,tiros_area_pequena,goles_area_pequena,tiros_cabeza,goles_cabeza,tiros_pie_izq,goles_pie_izq,tiros_pie_der,goles_pie_der,tiros_falta_directa,goles_falta_directa,tiros_tras_cruce,goles_tras_cruce,tiros_bloqueados,regates_intentados,regates_exitosos,regates_ultimo_tercio,regates_ultimo_tercio_ok,pases_clave,pases_clave_desde_cruce,pases_asistencia,recuperaciones_total,recuperaciones_ultimo_tercio,recuperaciones_zona_baja,entradas_total,entradas_exitosas,entradas_ultimo_tercio,intercepciones_total,intercepciones_zona_baja,aereos_total,aereos_ganados,distancia_promedio_tiro,acierto_tiros_fuera_pct,puerta_tiros_fuera_pct,pct_goles_desde_fuera,pct_tiros_desde_fuera,pct_tiros_pie_izq,pct_tiros_pie_der,pct_tiros_cabeza,pct_regates_exito,pct_aereos_ganados,pct_entradas_exitosas,xg,g_menos_xg
331ldsgfczdez72awl2h22vl6,S. Ramos Mingo,Argentina,5398,39,18,4,2,0,3,2,0,28,2,8,2,31,3,3,0,0,0,0,0,37,3,18,20,12,4,1,12,0,0,182,1,168,79,47,0,80,66,317,211,32.9,0.0,66.7,0.0,7.7,7.7,0.0,79.5,60.0,66.6,59.5,7.26,-3.26
7tdf1plmyiawglrequijsokb9,G. Campi,Ecuador,4724,27,13,4,1,0,5,2,0,15,1,7,3,15,2,4,1,0,0,0,0,20,4,14,9,8,2,2,7,0,0,211,1,191,76,54,1,103,88,238,169,25.2,0.0,40.0,0.0,18.5,14.8,0.0,55.6,88.9,71.0,71.1,4.64,-0.64
etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,MLS,4685,22,12,2,1,0,5,1,0,10,2,7,0,11,1,4,1,5,0,0,0,16,1,11,37,21,14,7,45,0,0,284,28,190,75,54,6,75,47,71,48,34.7,0.0,20.0,0.0,22.7,18.2,22.7,50.0,56.8,67.6,72.0,3.99,-1.99
edzmmm9gdaqur1zx3fxxkjw15,J. Pereyra,Argentina,4432,109,78,8,3,0,70,49,4,33,2,6,2,1,0,15,2,6,1,6,0,32,4,74,194,71,95,36,119,0,0,273,37,185,109,55,9,35,22,72,28,21.7,5.7,70.0,50.0,64.2,13.8,5.5,0.9,36.6,38.9,50.5,10.88,-2.88
1g7yu60q1d52ihwhqdlfc6zft,C. Rivera,Brasil A,4403,23,18,5,2,0,13,8,0,9,5,1,0,0,0,9,5,14,0,0,0,7,0,13,43,25,7,4,24,0,0,307,12,217,164,109,4,46,31,73,48,25.8,0.0,61.5,0.0,56.5,39.1,60.9,0.0,58.1,65.8,66.5,3.5,1.5
18ab84gmpueg9zxphj7f0kx61,E. Díaz,Argentina,4345,25,14,0,1,0,13,8,0,11,0,1,0,3,0,1,0,0,0,1,0,9,0,16,75,28,31,13,58,0,0,217,7,176,146,100,5,49,38,111,64,32.8,0.0,61.5,0.0,52.0,4.0,0.0,12.0,37.3,57.7,68.5,2.97,-2.97
424m79hmlwpvzdhjvp3jxa4iy,G. Benavídez,Argentina,4283,39,21,4,6,0,6,5,1,24,1,9,2,20,2,4,0,13,1,0,0,30,3,21,47,20,20,9,64,0,0,203,7,164,104,73,7,48,41,73,41,27.4,16.7,83.3,25.0,15.4,10.3,33.3,51.3,42.6,56.2,70.2,10.27,-6.27
d0i1966prhts3s8asyw0vvpm2,J. Fory,Colombia,4228,21,16,0,0,0,6,4,0,13,0,2,0,6,0,1,0,1,0,0,0,9,0,16,45,25,13,6,37,0,0,205,5,175,79,54,4,61,49,172,114,27.0,0.0,66.7,0.0,28.6,4.8,4.8,28.6,55.6,66.3,68.4,2.4,-2.4
39jm4kqpivtp1smet20be67mc,N. Romero,Argentina,4226,42,18,2,3,0,14,6,2,23,0,5,0,16,0,8,1,1,0,0,0,25,0,22,28,17,4,1,12,0,0,225,9,196,73,41,1,65,63,245,151,33.2,14.3,42.9,100.0,33.3,19.0,2.4,38.1,60.7,61.6,56.2,7.11,-5.11
287fodtg3sbi6enk4lp5gkt79,R. Echeverría,Argentina,4094,40,27,7,2,0,11,6,3,24,3,5,1,17,2,9,2,12,2,2,1,36,6,24,39,21,7,4,38,0,0,282,8,214,129,96,9,61,43,180,102,24.1,27.3,54.5,42.9,27.5,22.5,30.0,42.5,53.8,56.7,74.4,6.33,0.67
2y2trc5vf2vff26pqhidefpih,C. McVey,MLS,4032,22,15,3,1,0,7,5,1,12,1,3,1,10,2,5,0,6,1,0,0,14,2,13,18,12,3,3,8,0,0,185,1,165,60,41,2,33,30,87,50,23.7,14.3,71.4,33.3,31.8,22.7,27.3,45.5,66.7,57.5,68.3,3.35,-0.35
a1fpyphm0e0quxdxut86cf3rp,L. Vásquez,Colombia,4008,28,16,1,3,0,13,7,1,13,0,2,0,6,0,5,0,16,1,0,0,14,1,16,30,18,2,1,37,0,0,292,7,232,126,87,4,44,33,131,70,27.1,7.7,53.8,100.0,46.4,17.9,57.1,21.4,60.0,53.4,69.0,5.05,-4.05
99wq2j7ed0p6lqcjaljppao7o,G. Nardelli,Ecuador,3999,24,13,4,4,0,6,4,1,14,2,4,1,15,2,3,2,4,0,0,0,18,2,15,20,13,1,0,15,0,0,189,1,173,59,39,2,42,33,196,117,23.8,16.7,66.7,25.0,25.0,12.5,16.7,62.5,65.0,59.7,66.1,6.18,-2.18
3sxrpgl7h4szvwv9en59oe09h,J. Zuluaga,Colombia,3954,60,41,6,4,0,30,20,0,28,6,2,0,10,2,15,3,33,1,2,1,24,5,39,56,34,24,13,69,0,0,252,18,173,82,52,7,55,26,96,46,22.8,0.0,66.7,0.0,50.0,25.0,55.0,16.7,60.7,47.9,63.4,8.45,-2.45
acf6pei9r5u690f57g1x567tg,E. Mancuso,Argentina,3881,58,41,6,4,0,33,19,2,22,3,3,1,3,1,10,1,41,3,4,0,17,2,36,81,37,48,18,60,0,0,226,11,188,113,74,6,46,37,64,24,23.9,6.1,57.6,33.3,56.9,17.2,70.7,5.2,45.7,37.5,65.5,8.04,-2.04
db577bjolzoe667vshy7pmwut,C. Aquino,Argentina,3829,100,60,9,4,0,66,36,4,32,5,2,0,3,0,17,5,76,4,6,1,33,2,51,136,74,62,30,128,0,0,202,21,118,43,25,5,8,2,41,24,29.1,6.1,54.5,44.4,66.0,17.0,76.0,3.0,54.4,58.5,58.1,10.4,-1.4
bpzd4hwe8nnydxmfamp5oaaqx,A. Palavecino,Argentina,3800,115,76,8,4,0,83,54,6,28,2,4,0,2,0,13,1,95,6,4,0,26,2,72,99,49,48,20,91,0,0,268,32,163,99,67,9,40,24,66,24,21.9,7.2,65.1,75.0,72.2,11.3,82.6,1.7,49.5,36.4,67.7,11.06,-3.06
4l4q65w5xcycb11t7t3jefyfo,B. Aguirre,Argentina,3774,43,21,2,1,0,29,15,0,10,1,4,1,0,0,2,1,40,1,1,0,18,2,24,87,40,42,22,25,0,0,176,8,132,119,69,7,49,38,74,22,23.3,0.0,51.7,0.0,67.4,4.7,93.0,0.0,46.0,29.7,58.0,4.22,-2.22
733ho2s9aqwwxzbqfiia3b7bp,Álvaro Fidalgo,Liga MX,3773,42,29,8,1,0,14,8,1,21,4,7,3,3,1,14,3,24,4,2,1,15,4,22,105,50,45,19,66,0,0,229,15,145,50,32,4,32,22,26,11,21.6,7.1,57.1,12.5,33.3,33.3,57.1,7.1,47.6,42.3,64.0,5.77,2.23
7ka0c0gm382nt1vhccu787g15,W. Ditta,Liga MX,3767,20,10,0,0,0,8,3,0,10,0,2,0,6,0,6,0,8,0,0,0,14,0,10,23,12,9,4,14,0,0,214,3,179,59,32,2,41,29,97,61,38.6,0.0,37.5,0.0,40.0,30.0,40.0,30.0,52.2,62.9,54.2,2.1,-2.1
3w14rgqjh2jmrfib07kf17hpm,S. Sosa,Argentina,3697,26,11,2,2,0,9,6,1,15,1,2,0,10,1,7,0,9,1,0,0,21,1,14,15,12,3,2,22,0,0,183,3,155,85,54,4,68,55,246,179,23.7,11.1,66.7,50.0,34.6,26.9,34.6,38.5,80.0,72.8,63.5,4.36,-2.36
82much0n660qblstuogftp6hg,É. Ocampo,Colombia,3636,64,39,6,5,0,31,20,3,30,1,3,2,2,0,10,2,42,2,1,0,23,2,35,101,50,44,20,46,0,0,184,15,140,76,56,9,33,24,86,40,23.0,9.7,64.5,50.0,48.4,15.6,65.6,3.1,49.5,46.5,73.7,9.78,-3.78
9fz4lzq3u50914qgqhkuvydpl,M. Falcón,Chile,3629,16,8,3,0,0,1,0,0,13,2,2,1,10,2,4,0,2,1,0,0,13,3,9,21,12,2,1,0,0,0,165,0,145,49,34,1,59,48,129,65,27.5,0.0,0.0,0.0,6.2,25.0,12.5,62.5,57.1,50.4,69.4,2.2,0.8
cetheafhl2xplr6lfkwj8pyw9,Y. Guzmán,Colombia,3600,105,70,18,2,0,61,33,3,38,12,6,3,2,1,24,11,75,5,6,2,20,3,54,60,19,28,8,115,0,0,147,20,84,30,23,3,18,9,34,8,22.6,4.9,54.1,16.7,58.1,22.9,71.4,1.9,31.7,23.5,76.7,10.38,7.62
calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,MLS,3599,4,2,0,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,2,0,3,20,10,3,0,37,0,0,211,15,130,97,62,13,44,22,62,32,24.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,50.0,51.6,63.9,0.63,-0.63
18s2n8aw3e340gclsku4yyxnt,K. Wagner,MLS,3591,17,11,2,2,0,14,9,2,2,0,1,0,0,0,1,0,1,0,0,0,8,1,9,36,21,11,6,103,0,0,177,13,141,97,73,12,46,35,80,53,31.9,14.3,64.3,100.0,82.4,5.9,5.9,0.0,58.3,66.2,75.3,2.64,-0.64
5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,Argentina,3567,59,34,6,2,0,25,15,2,24,2,10,2,14,2,10,2,16,1,1,0,39,5,32,37,20,7,6,32,0,0,238,14,184,131,74,6,45,31,140,73,25.5,8.0,60.0,33.3,42.4,16.9,27.1,23.7,54.1,52.1,56.5,8.12,-2.12
71fvqt5u686umgs8bf4vtay8l,Thiago Martins,MLS,3547,18,10,3,0,0,3,1,1,13,1,2,1,13,0,2,2,3,1,0,0,16,2,8,6,4,0,0,1,0,0,174,0,170,36,26,1,23,19,104,64,28.6,33.3,33.3,33.3,16.7,11.1,16.7,72.2,66.7,61.5,72.2,2.28,0.72
72iwfx341m0dna713ait8lzv9,E. Gómez,Argentina,3508,22,14,4,0,0,8,4,1,11,2,3,1,12,3,2,0,0,0,0,0,15,3,10,76,29,34,13,19,0,0,229,11,192,82,52,9,28,23,134,61,34.9,12.5,50.0,25.0,36.4,9.1,0.0,54.5,38.2,45.5,63.4,2.47,1.53
1n0l8r7kj88y4k7tfaolsrkkp,C. Roldan,MLS,3507,40,28,1,2,0,17,13,1,19,0,4,0,11,0,8,0,19,0,1,0,26,0,28,48,28,17,10,36,0,0,201,19,127,86,51,7,45,27,98,55,28.1,5.9,76.5,100.0,42.5,20.0,47.5,27.5,58.3,56.1,59.3,5.68,-4.68
18l7jx01fu0eakkzrxj2moct1,Léo Pereira,Brasil A,3483,18,8,4,2,0,3,1,0,13,3,2,1,7,2,5,1,1,0,0,0,12,3,5,6,4,1,1,15,0,0,129,1,113,21,15,1,22,18,93,51,33.5,0.0,33.3,0.0,16.7,27.8,5.6,38.9,66.7,54.8,71.4,3.86,0.14
6lhki0fcdh5sl6d89u8y0l87p,P. Díaz,Argentina,3483,29,15,3,0,0,8,3,1,18,1,3,1,18,1,2,0,6,1,0,0,21,2,14,11,5,2,1,9,0,0,166,1,145,42,31,2,59,48,168,104,33.7,12.5,37.5,33.3,27.6,6.9,20.7,62.1,45.5,61.9,73.8,3.37,-0.37
dmtsbln16ttjoymm2rqfuyw2x,C. Rodríguez,Liga MX,3477,24,12,0,1,0,19,10,0,5,0,0,0,0,0,4,0,19,0,0,0,11,0,12,53,31,19,7,93,0,0,199,17,123,47,29,3,28,10,28,8,29.8,0.0,52.6,0.0,79.2,16.7,79.2,0.0,58.5,28.6,61.7,2.19,-2.19
2tkxcerii2jbn6jt7wyyuxvpx,V. Cantillo,Colombia,3456,22,16,0,2,0,22,16,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,17,26,14,8,4,27,0,0,198,11,137,78,59,2,51,32,68,38,23.6,0.0,72.7,0.0,100.0,0.0,90.9,0.0,53.8,55.9,75.6,2.46,-2.46
f5bjzvd4pzov6bl2geuhmlwbt,G. Lodico,Argentina,3446,38,17,1,3,0,25,10,0,13,1,0,0,0,0,7,1,29,0,2,1,21,1,19,64,32,27,11,64,0,0,278,14,195,68,42,1,35,25,44,14,37.1,0.0,40.0,0.0,65.8,18.4,76.3,0.0,50.0,31.8,61.8,5.04,-4.04
75079gtd2efpviyo605ozsd79,Sergio Canales,Liga MX,3440,105,79,17,6,0,66,47,5,38,11,1,1,1,1,21,7,5,1,9,1,14,2,63,74,33,44,21,88,0,0,156,34,79,27,16,0,13,7,20,6,23.6,7.6,71.2,29.4,62.9,20.0,4.8,1.0,44.6,30.0,59.3,12.51,4.49
5hjkyevqygoz216eavxkrh3bo,G. Luján,Argentina,3425,19,7,0,0,0,4,2,0,15,0,0,0,13,0,2,0,4,0,0,0,16,0,10,29,17,6,2,9,0,0,160,7,136,81,56,2,31,25,112,64,31.1,0.0,50.0,0.0,21.1,10.5,21.1,68.4,58.6,57.1,69.1,2.09,-2.09
bb31x0lmvx07e83d344y8byay,J. Haak,MLS,3415,19,13,4,0,0,5,2,1,11,3,3,0,7,2,5,2,5,0,0,0,16,3,10,32,19,6,1,14,0,0,166,5,141,59,30,1,49,41,81,41,25.2,20.0,40.0,25.0,26.3,26.3,26.3,36.8,59.4,50.6,50.8,2.35,1.65
68ajy35fqhldocoh0ukszjxsl,J. Palacios,Colombia,3414,23,14,4,2,0,1,1,1,18,2,4,1,18,3,3,1,0,0,0,0,21,3,12,9,5,0,0,5,0,0,169,2,146,85,59,2,41,34,144,86,22.4,100.0,100.0,25.0,4.3,13.0,0.0,78.3,55.6,59.7,69.4,4.92,-0.92
bp5ke83snpcuaik3cbo39w3xl,J. Sanabria,Liga MX,3406,37,24,2,1,0,17,11,0,18,1,2,1,4,0,1,0,8,0,1,0,16,2,22,59,23,29,13,69,0,0,143,13,101,77,49,8,36,28,103,49,31.5,0.0,64.7,0.0,45.9,2.7,21.6,10.8,39.0,47.6,63.6,4.28,-2.28
esdoy89wccl0e2kjw0tj6o2j9,G. Piovi,Liga MX,3393,41,10,0,0,0,22,1,0,17,0,2,0,8,0,8,0,1,0,0,0,20,0,16,14,7,3,1,17,0,0,141,4,117,100,66,3,58,45,88,40,43.0,0.0,4.5,0.0,53.7,19.5,2.4,19.5,50.0,45.5,66.0,3.56,-3.56
ardpfspxab4bnyv5bv6qn0wr9,J. Nieto,Colombia,3392,23,12,4,1,0,15,7,1,7,3,1,0,2,0,3,1,17,3,1,1,11,4,8,29,13,7,2,30,0,0,203,15,154,46,35,6,27,16,30,20,28.4,6.7,46.7,25.0,65.2,13.0,73.9,8.7,44.8,66.7,76.1,2.54,1.46
dgle9i6f0xaeatd2bsw6pa0a1,J. Pintado,Argentina,3383,12,5,0,1,0,8,3,0,3,0,1,0,0,0,1,0,11,0,0,0,8,0,6,88,45,33,16,35,0,0,215,10,168,105,74,5,31,26,68,29,36.4,0.0,37.5,0.0,66.7,8.3,91.7,0.0,51.1,42.6,70.5,1.74,-1.74
8f8h57y9u27itkkdehbdss4b9,J. Aquino,Liga MX,3374,7,1,0,0,0,4,1,0,2,0,1,0,1,0,0,0,5,0,0,0,2,0,2,44,26,21,15,28,0,0,160,15,110,96,60,4,67,50,65,32,34.4,0.0,25.0,0.0,57.1,0.0,71.4,14.3,59.1,49.2,62.5,0.66,-0.66
ay1p6l36o59nvdwcg7w3sbn8q,M. Ruíz,Liga MX,3357,44,29,4,4,0,14,8,2,23,2,7,0,12,1,13,2,16,1,2,0,31,2,27,42,25,14,8,37,0,0,178,13,121,139,77,7,37,20,87,56,23.4,14.3,57.1,50.0,31.8,29.5,36.4,27.3,59.5,64.4,55.4,8.39,-4.39
4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,MLS,3357,24,13,6,0,0,11,2,0,10,3,3,3,0,0,3,2,0,0,1,0,13,1,9,34,13,17,6,66,0,0,172,17,122,31,20,0,23,13,11,6,28.8,0.0,18.2,0.0,45.8,12.5,0.0,0.0,38.2,54.5,64.5,2.46,3.54
5dtht84403e1u5nnm9kjrjpwp,D. Chambost,MLS,3356,35,25,2,2,0,23,17,1,9,0,3,1,2,0,8,0,0,0,0,0,12,1,24,18,8,11,5,48,0,0,136,15,81,47,26,7,25,15,38,19,23.5,4.3,73.9,50.0,65.7,22.9,0.0,5.7,44.4,50.0,55.3,4.39,-2.39
bd7hvs4rcz2e71q0pamtqmfis,E. Raggio,Ecuador,3346,13,6,0,0,0,12,6,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,7,27,14,7,3,5,0,0,219,2,203,73,53,2,46,38,99,63,38.2,0.0,50.0,0.0,92.3,0.0,92.3,7.7,51.9,63.6,72.6,0.61,-0.61
bhs4ewg9udrhs2cqw4617hivp,Sergi Palencia,MLS,3337,13,10,2,1,0,2,2,1,10,1,1,0,0,0,6,2,6,0,0,0,8,1,9,60,19,21,8,41,0,0,135,11,99,90,51,5,34,20,63,27,19.1,50.0,100.0,50.0,15.4,46.2,46.2,0.0,31.7,42.9,56.7,2.4,-0.4
17lrn17klrnluhgdqrc3yfkr9,Lucão,Brasil B,3326,17,7,1,0,0,1,0,0,15,0,1,1,16,1,0,0,1,0,0,0,16,1,7,4,4,0,0,6,0,0,146,1,133,26,21,1,29,24,153,105,35.3,0.0,0.0,0.0,5.9,0.0,5.9,94.1,100.0,68.6,80.8,2.21,-1.21
b4e6lsrz4cmr2q50235620qnd,J. Elliott,MLS,3309,35,20,5,2,0,10,7,2,15,1,10,2,20,3,4,1,10,1,0,0,24,4,16,7,6,3,2,7,0,0,138,3,121,44,28,0,33,29,168,101,29.4,20.0,70.0,40.0,28.6,11.4,28.6,57.1,85.7,60.1,63.6,6.36,-1.36
3953d3qap87sh5yaiz8f74tex,Y. Hurtado,Colombia,3305,32,19,3,10,0,19,11,1,12,2,1,0,1,0,3,2,24,1,0,0,9,2,18,35,12,16,3,36,0,0,184,6,148,47,38,4,35,23,80,43,26.2,5.3,57.9,33.3,59.4,9.4,75.0,3.1,34.3,53.8,80.9,10.45,-7.45
9x2eekoqd6dfi1i8siu1l0xxx,Danielzinho,Brasil A,3299,29,19,0,2,0,17,12,0,11,0,1,0,5,0,6,0,16,0,0,0,18,0,19,28,9,11,5,42,0,0,186,14,127,60,40,2,23,18,66,32,29.1,0.0,70.6,0.0,58.6,20.7,55.2,17.2,32.1,48.5,66.7,3.92,-3.92
ec7h3cv550gqgpg2kyy6os3u2,R. Insúa,Argentina,3281,30,19,4,1,0,23,14,2,7,2,0,0,2,0,1,1,1,0,1,0,9,1,17,79,20,38,9,57,0,0,170,7,157,77,53,9,45,41,87,43,27.2,8.7,60.9,50.0,76.7,3.3,3.3,6.7,25.3,49.4,68.8,2.61,1.39
31dp67pr3e23fjt8diy1u3fca,É. Lira,Liga MX,3277,17,12,2,0,0,16,12,2,1,0,0,0,1,0,0,0,15,2,0,0,4,0,11,24,14,6,1,16,0,0,223,6,178,90,55,2,30,25,33,11,25.7,12.5,75.0,100.0,94.1,0.0,88.2,5.9,58.3,33.3,61.1,0.77,1.23
a5qby7wb1rlyure9ivdqfillh,J. Rodríguez,Liga MX,3273,23,12,1,1,0,14,9,1,8,0,1,0,8,0,0,0,12,1,0,0,14,0,15,21,13,6,5,25,0,0,188,11,132,107,69,3,42,29,81,45,27.8,7.1,64.3,100.0,60.9,0.0,52.2,34.8,61.9,55.6,64.5,2.62,-1.62
537yyv46hctf4ig8h7x63cokq,A. Malanda,MLS,3270,18,6,2,0,0,1,0,0,12,1,5,1,15,1,2,1,1,0,0,0,17,2,7,15,9,1,1,4,0,0,127,0,120,28,21,0,32,29,95,61,33.1,0.0,0.0,0.0,5.6,11.1,5.6,83.3,60.0,64.2,75.0,2.81,-0.81
bo4noec1doijfg99edrxiii5m,Henri,Brasil B,3255,23,9,0,0,0,3,2,0,17,0,3,0,16,0,5,0,2,0,0,0,22,0,13,3,1,0,0,15,0,0,108,0,97,22,17,1,31,28,132,91,33.7,0.0,66.7,0.0,13.0,21.7,8.7,69.6,33.3,68.9,77.3,3.04,-3.04
6bpoutsmxjt7dvfbm2hy5itw5,D. Torres,Colombia,3243,26,12,3,3,0,13,4,0,10,1,3,2,5,1,5,1,11,1,1,0,12,3,12,42,14,7,1,42,0,0,233,19,153,77,56,8,38,22,127,49,27.3,0.0,30.8,0.0,50.0,19.2,42.3,19.2,33.3,38.6,72.7,4.91,-1.91
avklyjdqb9280ejj78gwtsb85,S. Medina,Liga MX,3233,21,11,0,0,0,6,3,0,11,0,4,0,8,0,2,0,10,0,0,0,14,0,13,31,11,19,6,20,0,0,117,3,106,56,35,2,54,35,106,66,21.2,0.0,50.0,0.0,28.6,9.5,47.6,38.1,35.5,62.3,62.5,2.64,-2.64
d2cuwzkn4yly0lbzm6y04j17t,A. Cardozo,Argentina,3232,17,6,2,0,0,13,3,1,3,0,1,1,3,0,0,0,14,2,0,0,7,1,9,32,22,3,2,20,0,0,248,9,181,61,37,2,29,18,117,75,17.2,7.7,23.1,50.0,76.5,0.0,82.4,17.6,68.8,64.1,60.7,1.15,0.85
cpvhvr7q1z8ogtgloq9qafahh,E. Pérez,Argentina,3228,5,1,0,0,0,2,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,0,1,30,19,7,6,15,0,0,189,3,146,76,45,0,65,46,124,72,57.1,0.0,0.0,0.0,40.0,0.0,40.0,60.0,63.3,58.1,59.2,0.47,-0.47
54b4j04ondrq28e4eenma1rai,S. Berhalter,MLS,3212,62,41,6,1,0,45,30,4,17,2,0,0,1,0,9,2,43,4,1,0,24,2,39,17,9,8,6,84,0,0,146,14,86,78,42,6,40,19,55,28,22.0,8.9,66.7,66.7,72.6,14.5,69.4,1.6,52.9,50.9,53.8,4.77,1.23
5lfpx5azm0hzx5kiqmnjtkfkl,Carles Gil,MLS,3210,75,50,10,2,0,55,34,3,20,7,0,0,0,0,15,6,7,2,3,0,12,1,41,153,71,76,41,100,0,0,142,31,73,32,23,4,13,7,5,4,27.0,5.5,61.8,30.0,73.3,20.0,9.3,0.0,46.4,80.0,71.9,6.35,3.65
a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,MLS,3203,20,15,3,0,0,11,8,1,6,1,3,1,0,0,5,1,12,1,0,0,10,2,12,29,18,5,3,39,0,0,201,19,138,60,41,5,37,24,35,15,24.3,9.1,72.7,33.3,55.0,25.0,60.0,0.0,62.1,42.9,68.3,1.95,1.05
7cuyzbtaq1wb0a9je4btv5coa,Lucas Rodrigues,Brasil B,3194,31,20,0,0,0,27,19,0,4,0,0,0,1,0,0,0,27,0,0,0,7,0,21,57,23,25,10,46,0,0,103,6,80,88,53,6,23,15,125,69,26.5,0.0,70.4,0.0,87.1,0.0,87.1,3.2,40.4,55.2,60.2,1.59,-1.59
ctz1qqwlbghpekz65missk86i,J. Cuesta,Colombia,3193,20,10,1,1,0,8,3,0,11,1,1,0,2,1,2,0,15,0,1,0,8,1,11,25,11,10,4,37,0,0,138,3,121,56,39,7,39,31,57,31,29.4,0.0,37.5,0.0,40.0,10.0,75.0,10.0,44.0,54.4,69.6,2.77,-1.77
17jtkzmxdri5tbv7byijeeggl,D. Moreno,Colombia,3184,34,22,10,2,0,12,6,3,19,5,3,2,13,3,7,3,12,2,0,0,20,6,12,21,12,2,0,12,0,0,197,13,129,77,56,3,61,28,123,67,25.8,25.0,50.0,30.0,35.3,20.6,35.3,38.2,57.1,54.5,72.7,5.24,4.76
84r1msh0g1qj25wss1n4fv74l,S. Barreiro,Liga MX,3180,21,9,1,4,0,4,2,0,14,0,3,1,13,0,2,0,6,1,0,0,16,1,9,10,3,1,1,6,0,0,168,0,151,80,49,2,64,58,124,80,32.2,0.0,50.0,0.0,19.0,9.5,28.6,61.9,30.0,64.5,61.3,5.86,-4.86
bkgs0bu84fid8674okqo4r7x1,J. Glad,MLS,3177,16,6,1,0,0,2,1,0,11,1,3,0,10,1,3,0,2,0,0,0,14,1,6,4,2,1,0,10,0,0,109,3,96,36,16,1,45,35,135,71,39.7,0.0,50.0,0.0,12.5,18.8,12.5,62.5,50.0,52.6,44.4,2.23,-1.23
5ln11dxutjiiy98wvvvrtzrvt,A. Soto,Argentina,3167,16,11,0,3,0,7,5,0,8,0,1,0,0,0,1,0,3,0,0,0,6,0,12,70,31,31,13,46,0,0,193,3,163,70,44,3,46,38,69,33,22.6,0.0,71.4,0.0,43.8,6.2,18.8,0.0,44.3,47.8,62.9,3.92,-3.92
btfy1un7vibi2pb5y6uxp9ck5,M. Moralez,MLS,3166,32,16,3,3,0,16,5,0,16,3,0,0,2,0,10,3,19,0,4,1,13,1,14,35,8,17,4,69,0,0,201,26,116,51,31,3,13,9,40,15,31.4,0.0,31.2,0.0,50.0,31.2,59.4,6.2,22.9,37.5,60.8,5.07,-2.07
87txwt1ju184taf84a7ld4e09,J. Freytes,Brasil A,3163,21,10,0,2,0,10,4,0,11,0,0,0,9,0,0,0,2,0,0,0,15,0,11,19,11,0,0,6,0,0,145,0,125,25,15,1,16,12,110,59,27.3,0.0,40.0,0.0,47.6,0.0,9.5,42.9,57.9,53.6,60.0,3.39,-3.39
5dc6z32bv0c5nfwnql5z95ilm,A. Sánchez,Argentina,3160,15,5,0,1,0,14,5,0,1,0,0,0,0,0,1,0,14,0,2,0,6,0,7,32,18,10,4,25,0,0,226,15,170,109,63,6,45,30,111,70,39.7,0.0,35.7,0.0,93.3,6.7,93.3,0.0,56.2,63.1,57.8,1.48,-1.48
ebgim0qbnmw9nbz1ob3sykk45,Eduardo Brock,Brasil B,3157,15,4,1,0,0,8,2,0,4,0,3,1,7,1,0,0,0,0,0,0,10,1,5,8,7,0,0,10,0,0,126,2,117,63,40,2,44,38,103,74,40.4,0.0,25.0,0.0,53.3,0.0,0.0,46.7,87.5,71.8,63.5,1.57,-0.57
1ywn594g4nv3vvqyyy16qjutx,F. Gorriarán,Liga MX,3156,60,39,5,1,0,42,25,3,15,2,3,0,3,0,9,2,43,3,1,0,31,4,36,52,28,27,17,38,0,0,202,20,127,63,44,5,34,21,24,13,27.0,7.1,59.5,60.0,70.0,15.0,71.7,5.0,53.8,54.2,69.8,5.13,-0.13
e3rb3eobj2plu6ggwamuo287o,B. Ramírez,Ecuador,3153,65,46,6,4,0,35,24,2,28,3,2,1,3,1,10,0,6,2,4,1,19,3,42,199,111,112,62,69,0,0,186,19,116,73,56,8,44,29,44,25,24.0,5.7,68.6,33.3,53.8,15.4,9.2,4.6,55.8,56.8,76.7,8.65,-2.65
n1nzia6h1nz3s0j1f9ybb2l1,C. Corvalán,Argentina,3130,34,11,1,2,0,7,1,0,23,0,4,1,13,1,9,0,2,0,1,0,27,1,20,13,8,5,2,14,0,0,127,3,111,65,39,2,64,57,125,77,27.7,0.0,14.3,0.0,20.6,26.5,5.9,38.2,61.5,61.6,60.0,5.8,-4.8
ac2xovgd1dyiahycxul215ko9,J. Millán,Colombia,3126,34,12,5,2,0,14,4,0,13,3,7,2,14,3,4,1,3,0,0,0,19,4,10,32,21,5,3,13,0,0,157,3,143,80,63,2,36,33,155,90,30.4,0.0,28.6,0.0,41.2,11.8,8.8,41.2,65.6,58.1,78.8,5.53,-0.53
