player_id,nombre,minutos,tirador_lejano_pts,tirador_lejano_medalla,cabeceador_pts,cabeceador_medalla,recuperador_puro_pts,recuperador_puro_medalla,presionador_alto_pts,presionador_alto_medalla,definidor_pts,definidor_medalla,creador_pts,creador_medalla,desequilibrante_pts,desequilibrante_medalla,muro_pts,muro_medalla,motor_pts,motor_medalla,goles,pases_clave,regates_exitosos,aereos_ganados,tiros_fuera,goles_fuera,acierto_fuera_pct,goles_cabeza,aereos_pct,aereos_total,recuperaciones_total,recuperaciones_baja,recuperaciones_alto
cms7r9vf9zbz6mdt7bq3pge7d,F. Petroli,2340,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,10,0,0,0.0,0,90.9,11,35,35,0
e9dx4jgloxfmi6zi1domqfzai,D. Bolaños,2350,0,,0,,0,,0,,0,,40,BRONCE,23,,13,,20,,0,28,18,20,4,0,0.0,0,50.0,40,123,105,3
4tm4440o8o1v47oswj3hlvxuc,D. Puebla,2096,40,BRONCE,33,BRONCE,23,,53,PLATA,53,PLATA,53,PLATA,70,PLATA,37,BRONCE,47,BRONCE,11,38,40,35,31,0,0.0,1,30.2,116,150,98,16
dnys3wogn819q2vxch5jwe3f9,G. Pacheco,2367,13,,0,,10,,0,,0,,53,PLATA,0,,23,,0,,1,34,6,25,14,0,0.0,0,51.0,49,90,71,7
64iftio0uj6xszlfhu2koz696,J. Mosquera,2550,13,,0,,13,,10,,0,,40,BRONCE,23,,0,,13,,1,28,20,12,10,0,0.0,0,48.0,25,157,123,11
8fdn4ollhabj63gxxzijpdroq,Ó. Macías,1292,13,,13,,37,BRONCE,20,,30,BRONCE,0,,0,,0,,67,PLATA,4,7,11,5,10,0,0.0,1,29.4,17,126,88,5
7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,2048,30,BRONCE,0,,20,,0,,0,,0,,43,BRONCE,33,BRONCE,10,,1,5,16,30,7,0,0.0,0,47.6,63,106,81,2
4hsq9pntqq555df03yywbm9jp,D. Giraldo,679,0,,13,,80,ORO,63,PLATA,0,,47,BRONCE,0,,23,,0,,1,21,5,22,7,0,0.0,1,41.5,53,136,102,4
64sy42d3620qjkc6kbxhm4pn9,O. Quiñónez,2367,53,PLATA,0,,13,,0,,10,,20,,0,,0,,0,,3,20,7,16,12,2,16.7,0,44.4,36,121,107,2
56wodkwvomrrnciavur7hsdwq,Pierre,1652,43,BRONCE,0,,33,BRONCE,40,BRONCE,0,,87,ORO,10,,0,,67,PLATA,0,42,11,13,13,0,0.0,0,39.4,33,126,86,5
77apxp2yk8s28sn32u1rsn2l1,E. Perlaza,1258,0,,0,,23,,33,BRONCE,0,,100,ORO,10,,10,,47,BRONCE,2,64,11,17,4,0,0.0,0,47.2,36,96,64,10
21ljokdyrq0z2uc6xm8fhanyt,César Martins,2355,0,,43,BRONCE,0,,0,,0,,0,,0,,47,BRONCE,0,,2,6,8,54,0,0,0.0,1,65.1,83,79,66,1
eymx75bczaswf4sqkzlq2c8o9,J. Pestaña,1120,0,,10,,80,ORO,20,,0,,0,,0,,60,PLATA,67,PLATA,0,4,3,69,5,0,0.0,0,54.8,126,114,101,1
5vunnwsjlkrjq08ks4et7ggh6,Sabino,2294,0,,33,BRONCE,33,BRONCE,0,,0,,0,,0,,40,BRONCE,20,,2,7,9,61,5,0,0.0,1,57.5,106,110,96,3
6nso79qfkuobe342dx7yq3v56,Willian Machado,3220,20,,50,PLATA,0,,0,,0,,0,,0,,70,PLATA,0,,1,9,6,94,4,1,25.0,0,79.0,119,77,68,2
6dxsdgtdm4paxhbh7jsi2d1ey,W. Alarcón,1814,60,PLATA,0,,27,,33,BRONCE,20,,53,PLATA,47,BRONCE,13,,27,,5,28,28,25,37,5,13.5,0,39.7,63,162,106,11
bdgjmawy0anbgy1tz87ocvd9l,L. Petrasso,2714,0,,0,,0,,0,,0,,20,,47,BRONCE,0,,0,,2,21,23,14,5,0,0.0,0,38.9,36,116,90,6
9vvleh9yqqcm955432lsl8c7p,R. Alvarado,1120,13,,13,,27,,47,BRONCE,77,ORO,100,ORO,70,PLATA,0,,37,BRONCE,9,63,56,18,14,0,0.0,1,47.4,38,104,72,12
cv2rgud4jgcc632nu58cuga1h,F. Sambueza,985,27,,0,,47,BRONCE,70,PLATA,30,BRONCE,100,ORO,23,,10,,70,PLATA,6,81,20,14,22,1,4.5,0,38.9,36,134,86,18
696kot3kl2fct4kzbyctf9149,Juninho Capixaba,1973,13,,20,,0,,0,,0,,53,PLATA,13,,37,BRONCE,10,,1,31,13,47,9,0,0.0,0,61.0,77,103,74,7
ecaofku4htx8if4kk2teq1rrp,R. Adé,2350,0,,63,PLATA,33,BRONCE,10,,0,,0,,0,,80,ORO,23,,1,5,7,85,5,0,0.0,1,72.6,117,133,121,1
3xi6grp69idd39yqomkm8xql1,Lucas Sasha,2617,33,BRONCE,0,,33,BRONCE,10,,0,,0,,0,,13,,63,PLATA,1,14,4,30,10,1,10.0,0,54.5,55,159,115,6
bllae5c0f10a5q3ody264uhnt,Danielzinho,2661,37,BRONCE,0,,0,,20,,10,,100,ORO,57,PLATA,0,,0,,4,88,21,4,23,2,8.7,0,44.4,9,100,65,15
1s84d8yin184m2ng26zak3it,Pedro Henrique,2656,0,,43,BRONCE,0,,0,,0,,0,,0,,50,PLATA,0,,1,7,1,70,3,0,0.0,1,62.5,112,90,78,0
ac87oasecptz6ienh6hfei579,P. Franco,0,30,BRONCE,43,BRONCE,0,,0,,0,,0,,0,,57,PLATA,0,,1,8,7,43,4,0,0.0,1,63.2,68,131,116,4
9qafdpn0l7qm63b4lg4x4neqy,F. Vera,1377,0,,0,,60,PLATA,67,PLATA,0,,33,BRONCE,70,PLATA,0,,80,ORO,0,21,42,12,6,0,0.0,0,41.4,29,165,125,13
6045hqgmu7l31xwe2dp06mwnp,W. Trapp,3048,40,BRONCE,0,,23,,0,,0,,20,,0,,13,,10,,2,15,10,30,8,1,12.5,0,53.6,56,155,124,5
3uwu4ulk4ycn2e55elriws296,K. Moreno,2498,13,,30,BRONCE,23,,10,,0,,20,,20,,60,PLATA,43,BRONCE,1,18,11,81,12,1,8.3,0,69.2,117,151,122,7
64p7y8y2gxzz8fmunj9lcj2s5,L. Faravelli,1317,13,,0,,47,BRONCE,40,BRONCE,63,PLATA,33,BRONCE,43,BRONCE,10,,80,ORO,8,22,15,1,12,1,8.3,0,11.1,9,141,88,6
dh3ddfghtgeb2iu2608y96i5m,Antony,2559,40,BRONCE,0,,0,,57,PLATA,20,,40,BRONCE,70,PLATA,0,,13,,8,30,65,11,26,1,3.8,0,28.2,39,159,107,22
jnvq9em0k97d7121sa1rkag9,A. Cela,2539,13,,13,,13,,10,,10,,40,BRONCE,13,,0,,23,,3,32,18,17,11,0,0.0,1,30.9,55,159,123,5
8k47kb09tdb5qdw9tbm1it87p,Tiago Pagnussat,2685,0,,73,PLATA,20,,0,,0,,0,,0,,80,ORO,10,,2,2,6,125,5,1,20.0,1,75.3,166,87,79,1
9ai3hwb5ui9c0ib2haiqjzlgq,M. Braida,1121,23,,10,,70,PLATA,100,ORO,0,,67,PLATA,70,PLATA,37,BRONCE,90,ORO,0,25,37,49,15,0,0.0,0,55.7,88,158,115,14
527vcrafamb5loo67cyrwsetw,E. Meza,1628,13,,0,,23,,33,BRONCE,0,,67,PLATA,37,BRONCE,0,,43,BRONCE,1,36,24,16,14,0,0.0,0,38.1,42,108,84,13
4dolo56tslvd87m90fq11ustm,F. Loyola,932,0,,33,BRONCE,70,PLATA,87,ORO,0,,47,BRONCE,33,BRONCE,27,,100,ORO,2,21,19,45,5,0,0.0,1,52.9,85,154,114,9
9egijcxbrv5gc1udw1suzdel0,A. Sández,1484,0,,33,BRONCE,47,BRONCE,20,,0,,0,,33,BRONCE,27,,77,ORO,1,8,19,53,4,0,0.0,1,56.4,94,109,98,2
bijr1ghojrxc61se7ebt72f9x,M. Almirón,2713,50,PLATA,13,,0,,27,,20,,73,PLATA,60,PLATA,0,,0,,6,42,44,5,30,1,3.3,1,26.3,19,132,82,25
5byheo4od4o7nhb7f3zr8eh62,L. Picco,1814,13,,20,,70,PLATA,43,BRONCE,0,,0,,0,,47,BRONCE,100,ORO,0,7,9,45,10,0,0.0,0,65.2,69,222,168,12
4uy1n2maj5wf35gv9rya5u5lh,Lucas Silva,2762,27,,0,,0,,0,,0,,40,BRONCE,47,BRONCE,0,,13,,2,25,22,18,20,1,5.0,0,38.3,47,154,98,4
2n4yh7g4fia577tdiwnp397f9,J. Riquett,2016,0,,0,,57,PLATA,10,,0,,0,,0,,47,BRONCE,33,BRONCE,2,4,1,47,3,1,33.3,0,52.8,89,124,116,0
3hspnklskppmobi4ihyg5a09h,Matheus Dória,1339,47,BRONCE,43,BRONCE,47,BRONCE,10,,0,,0,,0,,47,BRONCE,67,PLATA,2,5,4,58,16,0,0.0,1,65.2,89,98,92,1
4htugyg760sjwew5iotneldnu,H. Palacios,1052,27,,63,PLATA,80,ORO,30,BRONCE,20,,33,BRONCE,33,BRONCE,80,ORO,100,ORO,5,19,20,64,16,0,0.0,1,64.0,100,119,99,3
59y0vvrm5ekzsqa5eabnlnjrp,Tadeu,3330,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,5,0,11,0,0,0.0,0,100.0,11,63,63,0
6jbeiiziegtchyv2zjt87kslx,Gustavo Scarpa,2304,40,BRONCE,0,,0,,0,,0,,87,ORO,0,,0,,0,,1,68,11,12,43,1,2.3,0,38.7,31,112,70,13
6l5na1ucaovnml3tqjdyysbth,E. Aguilera,1839,0,,20,,47,BRONCE,10,,0,,0,,0,,60,PLATA,57,PLATA,1,0,2,83,3,0,0.0,0,68.6,121,130,123,1
9q3fq2gk97861xnj8rn9qf9x,E. Mammana,1624,0,,23,,57,PLATA,10,,10,,0,,0,,50,PLATA,53,PLATA,3,3,1,95,2,1,50.0,1,58.3,163,105,96,0
3m9hg8hqcwr27s97zxmhfmead,F. Zuqui,1190,13,,0,,47,BRONCE,43,BRONCE,0,,100,ORO,47,BRONCE,10,,60,PLATA,1,47,24,12,9,0,0.0,0,46.2,26,134,91,7
2rby31pvcv29ny4mw4h7jr8wl,Á. Castro,1290,27,,0,,23,,57,PLATA,10,,100,ORO,70,PLATA,10,,47,BRONCE,3,50,35,6,25,1,4.0,0,22.2,27,104,70,12
1z5seteg20ktl47soddbmb5xx,D. Quintero,1117,40,BRONCE,23,,0,,57,PLATA,50,PLATA,100,ORO,70,PLATA,0,,13,,13,80,73,15,26,1,3.8,1,38.5,39,78,47,11
3y134dpyri3ueouukc1jf7c9h,S. Vega,0,0,,0,,0,,0,,0,,20,,0,,23,,0,,0,16,4,26,1,0,0.0,0,53.1,49,153,122,6
bnlubsib3z6lqaqcyc98lx9be,Efraín Álvarez,1459,40,BRONCE,0,,23,,67,PLATA,20,,100,ORO,70,PLATA,10,,27,,5,65,44,2,29,1,3.4,0,14.3,14,122,76,16
aj9qkkavq4nkx1uqjwdlr212h,A. Franco,2289,0,,10,,13,,10,,0,,0,,43,BRONCE,37,BRONCE,13,,0,4,16,40,1,0,0.0,0,59.7,67,135,113,3
7xkf0ivgpbpeox35j4voo37jd,G. Vallecilla,2274,0,,30,BRONCE,23,,0,,0,,0,,0,,67,PLATA,0,,0,8,11,44,2,0,0.0,0,69.8,63,119,107,2
5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,2752,40,BRONCE,23,,0,,10,,20,,73,PLATA,23,,0,,0,,6,46,20,9,33,3,9.1,1,37.5,24,136,91,14
8y23wogr9k3syubwaumwelsdl,F. González,1977,37,BRONCE,0,,13,,53,PLATA,0,,87,ORO,27,,0,,37,BRONCE,0,50,23,15,25,0,0.0,0,25.4,59,155,112,15
4nxwulhcslrexfhyo83lj8kix,Lucas Halter,2905,0,,67,PLATA,10,,0,,20,,0,,0,,47,BRONCE,0,,4,2,2,57,2,0,0.0,2,58.8,97,86,70,2
cz3k865qdwn8apn8e6xa2lu6s,D. Pereira,2253,37,BRONCE,0,,0,,0,,0,,40,BRONCE,37,BRONCE,0,,13,,2,28,30,3,18,1,5.6,0,33.3,9,125,86,11
10aq93068d6q73ej3xp59h5ud,Lucas Lima,2561,33,BRONCE,0,,0,,13,,10,,100,ORO,67,PLATA,0,,0,,3,89,24,3,10,0,0.0,0,21.4,14,131,85,16
1cyhpfi77dom7gmpuownxlcrt,L. Romo,1414,37,BRONCE,30,BRONCE,23,,57,PLATA,0,,53,PLATA,23,,27,,57,PLATA,1,26,16,38,21,0,0.0,0,49.4,77,114,68,15
cvaxfefhg7om26x0gnqnpw3xl,Vitão,2721,0,,43,BRONCE,0,,0,,0,,0,,0,,27,,0,,1,7,2,58,2,1,50.0,1,56.9,102,89,80,2
qsce60rnyzjufjqdvdvnouay,K. Castañeda,1182,40,BRONCE,13,,13,,70,PLATA,20,,100,ORO,23,,0,,27,,8,48,16,11,57,2,3.5,1,42.3,26,97,60,18
18csbhtyvplpiyizaphjdsf6d,D. Silva,0,33,BRONCE,13,,0,,0,,10,,60,PLATA,57,PLATA,20,,0,,4,55,26,13,9,0,0.0,1,39.4,33,126,81,13
2kgl1kt8ota275htrbjjkidqs,L. Esquivel,1856,27,,20,,23,,0,,0,,53,PLATA,23,,33,BRONCE,20,,0,37,15,24,18,0,0.0,0,63.2,38,96,72,6
cd8zrijg101se238frg6r1uqd,J. Sosa,1163,27,,0,,27,,33,BRONCE,10,,100,ORO,77,ORO,13,,60,PLATA,3,46,21,28,18,1,5.6,0,44.4,63,125,79,9
bmnmlbq9uk9c7p1sxc09shl1x,Y. Gómez,2019,0,,50,PLATA,23,,0,,0,,0,,0,,70,PLATA,20,,2,2,6,61,3,2,66.7,0,72.6,84,110,99,2
2tbeshixs6g0kj67h5j0gl65m,E. Batalla,1327,50,PLATA,37,BRONCE,57,PLATA,80,ORO,20,,100,ORO,70,PLATA,30,BRONCE,57,PLATA,8,46,65,14,40,2,5.0,2,30.4,46,133,92,18
4ehsqriwnvzihbrcqhk7iel7t,J. Rivas,1401,40,BRONCE,0,,57,PLATA,67,PLATA,20,,67,PLATA,23,,30,BRONCE,47,BRONCE,7,30,17,15,48,2,4.2,0,32.6,46,137,92,16
b5deb351i8tc4kjruhp86b7jd,G. Rojas,1524,33,BRONCE,0,,37,BRONCE,20,,0,,67,PLATA,57,PLATA,23,,47,BRONCE,0,35,27,28,9,0,0.0,0,56.0,50,113,94,7
3aox5gs2l4gg22h97sixaiqj9,X. Arreaga,2420,0,,67,PLATA,10,,0,,10,,0,,0,,70,PLATA,10,,3,3,11,71,0,0,0.0,2,65.7,108,99,86,2
a3qa9kw3vbh8nu5mgns92czro,O. Makhanya,2415,0,,63,PLATA,37,BRONCE,10,,0,,0,,43,BRONCE,80,ORO,23,,1,2,17,68,1,0,0.0,1,70.1,97,163,143,7
oeqfyk2f26m5s29zr5t6e9nu,Reverson,2465,13,,0,,0,,0,,0,,53,PLATA,23,,13,,0,,2,37,12,24,12,0,0.0,0,52.2,46,123,100,3
88gdf8yws7zcll1bnihx3vbv9,F. Castro,1214,27,,13,,80,ORO,30,BRONCE,20,,33,BRONCE,0,,33,BRONCE,90,ORO,3,20,9,24,16,1,6.2,1,42.1,57,170,120,7
66ina3a3ngfp28usmaxkzerbp,Fabiano,2786,10,,10,,0,,0,,0,,0,,0,,27,,0,,0,10,7,54,7,0,0.0,0,54.0,100,79,71,2
7l65t3izyb5r72tzg0cticj8q,D. Escobar,2316,0,,0,,33,BRONCE,10,,0,,20,,47,BRONCE,33,BRONCE,23,,0,24,22,30,2,0,0.0,0,46.2,65,140,120,7
otdjohgkc9sttqyyn0fk5k2d,Gabriel,2650,13,,0,,0,,23,,0,,20,,0,,0,,10,,1,16,4,14,13,1,7.7,0,42.4,33,108,62,16
8e0we3usnv24xj6ejm5drax1x,I. Rivero,1333,40,BRONCE,70,PLATA,13,,67,PLATA,77,ORO,67,PLATA,23,,13,,57,PLATA,15,38,15,24,27,0,0.0,8,34.8,69,109,72,14
4an9xmppfjplrakoox2atb26t,N. Castrillón,781,23,,23,,70,PLATA,40,BRONCE,0,,47,BRONCE,47,BRONCE,27,,0,,2,20,24,59,9,0,0.0,1,53.2,111,110,92,0
1evfwog952qinaenn2ndva0np,E. Insúa,1078,0,,30,BRONCE,70,PLATA,50,PLATA,0,,0,,70,PLATA,37,BRONCE,100,ORO,0,4,47,44,1,0,0.0,0,60.3,73,169,146,3
8y73funlqjddfzhraf4zkchqt,R. Tesuri,2123,33,BRONCE,37,BRONCE,13,,33,BRONCE,40,BRONCE,53,PLATA,70,PLATA,0,,37,BRONCE,7,37,33,15,9,1,11.1,2,21.7,69,184,126,15
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,1984,40,BRONCE,0,,37,BRONCE,20,,0,,40,BRONCE,33,BRONCE,0,,37,BRONCE,2,28,15,13,30,1,3.3,0,46.4,28,184,133,4
5uehcs7yhwzzu5qwpp7xiyh2h,N. Fernández,1268,27,,13,,47,BRONCE,77,ORO,0,,67,PLATA,47,BRONCE,13,,80,ORO,2,27,31,31,22,0,0.0,1,47.0,66,140,86,13
8h8jemf6sbtrmykbgc6go4gk5,J. Contreras,919,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,0,15,0,0,0.0,0,93.8,16,30,29,0
32lzhadllgo84icphcqzpksiy,Matheus Bidu,1975,0,,0,,20,,33,BRONCE,0,,53,PLATA,47,BRONCE,20,,13,,0,36,26,18,8,0,0.0,0,50.0,36,113,79,13
56b5o8y6ehwgn0yycypo9srca,F. Calderón,2340,0,,23,,30,BRONCE,0,,0,,0,,0,,80,ORO,0,,2,5,1,73,0,0,0.0,1,57.9,126,81,74,0
9ovohr9c65nhr4dabm32t7pbd,G. Maroni,1738,40,BRONCE,0,,0,,47,BRONCE,10,,87,ORO,70,PLATA,0,,27,,3,44,45,14,35,1,2.9,0,34.1,41,148,82,19
czdpfr1paytbatx5iioor3kd1,Sanchez,2463,27,,30,BRONCE,0,,0,,0,,40,BRONCE,47,BRONCE,27,,0,,2,30,24,46,17,0,0.0,0,54.1,85,70,63,1
bjs24phzpc5d39sisj8ixirit,M. Céliz,1749,27,,10,,37,BRONCE,53,PLATA,0,,20,,37,BRONCE,27,,67,PLATA,1,20,29,48,16,0,0.0,0,45.3,106,175,124,12
casil63kq0cfbxw6sr0q9unrp,G. Pizarro,1620,0,,33,BRONCE,0,,10,,0,,0,,0,,27,,33,BRONCE,2,10,5,35,8,0,0.0,1,50.7,69,97,66,0
ed0hephrcsrbbhyuuyhvbx32t,Alan Patrick,2517,37,BRONCE,0,,0,,27,,90,ORO,100,ORO,47,BRONCE,0,,0,,11,96,29,11,24,0,0.0,0,22.9,48,100,51,27
5q5sfnmi5ppd84vids5hmjglx,J. Méndez,1869,23,,0,,47,BRONCE,20,,0,,20,,0,,20,,47,BRONCE,0,15,8,6,12,0,0.0,0,54.5,11,158,117,4
c43ver9u780ukdbs31y69rtux,A. Rodríguez,964,27,,0,,70,PLATA,100,ORO,10,,47,BRONCE,90,ORO,13,,100,ORO,3,22,51,20,16,1,6.2,0,40.8,49,172,109,19
d85pibm7q3wbjzg2q451umeqc,D. Bagüí,2782,0,,20,,13,,0,,0,,0,,43,BRONCE,47,BRONCE,0,,0,2,17,43,3,0,0.0,0,65.2,66,142,133,0
b8vbhw29ucubzzmgv0nge1omh,D. Mihailović,2948,50,PLATA,23,,0,,13,,77,ORO,87,ORO,23,,0,,0,,13,80,18,12,31,2,6.5,1,40.0,30,110,52,23
7g6s2w0n9woxio9y8zyuc8hyh,M. Navarro,1668,0,,20,,47,BRONCE,10,,0,,53,PLATA,0,,33,BRONCE,33,BRONCE,1,26,6,30,8,0,0.0,0,65.2,46,111,96,0
cmf95u242lyhe45cbqwyh6qs4,I. Rodríguez,1701,37,BRONCE,23,,27,,47,BRONCE,10,,67,PLATA,47,BRONCE,27,,60,PLATA,4,36,27,43,19,0,0.0,1,48.9,88,185,119,17
dx7yv49a1sv59wi6341h2n5d5,M. Ojeda,2777,50,PLATA,0,,0,,47,BRONCE,40,BRONCE,100,ORO,23,,0,,0,,16,94,20,6,38,4,10.5,0,30.0,20,132,87,26
4di9jo9vchtw52ze8pg4pu02d,Y. Takaoka,3540,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,0,17,0,0,0.0,0,100.0,17,95,95,0
blrlgpwmlmnfply19fr3771g4,Lucas Ronier,2374,50,PLATA,10,,0,,37,BRONCE,10,,53,PLATA,80,ORO,13,,13,,4,36,58,26,32,0,0.0,0,49.1,53,148,92,20
9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,1213,27,,30,BRONCE,47,BRONCE,63,PLATA,0,,33,BRONCE,10,,47,BRONCE,90,ORO,1,23,11,39,17,1,5.9,0,63.9,61,142,94,10
1ov4c1mf6mbi8lwdyqvj63cwk,Rodrigo Gelado,2157,43,BRONCE,30,BRONCE,10,,0,,0,,0,,10,,60,PLATA,10,,1,13,10,62,9,1,11.1,0,63.9,97,65,53,2
804whydmc98mubmfz8tsjtbhm,C. Trujillo,1593,0,,0,,67,PLATA,20,,0,,20,,0,,10,,67,PLATA,1,20,8,17,6,0,0.0,0,41.5,41,126,100,5
1fysqylukswtolbv9qsety5n8,P. Quispe,1290,23,,0,,27,,67,PLATA,20,,67,PLATA,60,PLATA,0,,60,PLATA,4,38,41,2,13,0,0.0,0,16.7,12,159,107,11
bplsakxd9d2s7h1tx9p4qqx91,E. Velasco,1541,0,,13,,67,PLATA,20,,0,,53,PLATA,23,,43,BRONCE,47,BRONCE,1,26,13,30,5,0,0.0,1,48.4,62,125,112,1
aj5cudee7ivc5y995rv6s20dm,Sandry,2460,13,,0,,0,,0,,0,,73,PLATA,0,,0,,10,,0,45,5,3,12,0,0.0,0,33.3,9,108,75,7
4ehikbxwqbhjb8a1afn2gbqvp,C. Lema,808,20,,50,PLATA,70,PLATA,30,BRONCE,0,,0,,0,,70,PLATA,0,,1,3,8,101,5,1,20.0,0,74.8,135,119,108,2
ecikirj22qzmxyxtiz1ciw4ix,D. Jean Jacques,2581,40,BRONCE,0,,10,,10,,10,,40,BRONCE,67,PLATA,0,,23,,3,29,21,12,26,1,3.8,0,44.4,27,150,93,14
6c5z6whsuoapbdrwn4368orft,J. Quiñónez,2149,27,,13,,0,,0,,10,,20,,0,,27,,10,,3,22,5,42,21,0,0.0,1,50.6,83,112,80,8
212u3ytqb37dayhf9cp40c161,B. Ojeda,2191,40,BRONCE,0,,23,,10,,0,,20,,47,BRONCE,13,,23,,2,24,29,22,29,2,6.9,0,52.4,42,137,97,6
dbzannb5pw72n5t4sbotswhuy,E. Clavijo,2230,27,,13,,10,,10,,0,,40,BRONCE,23,,10,,13,,2,31,18,16,20,0,0.0,1,50.0,32,128,85,10
esejxbb5upv0nofhq1qfnex62,F. Ibarra,1781,0,,20,,47,BRONCE,20,,0,,0,,33,BRONCE,47,BRONCE,77,ORO,0,12,19,44,8,0,0.0,0,63.8,69,155,120,4
9rs3paicwd9k8qu2tcce4uf9x,G. de Arrascaeta,2372,57,PLATA,27,,0,,27,,100,ORO,87,ORO,80,ORO,0,,0,,18,67,41,15,23,5,21.7,2,50.0,30,86,39,20
ljelx5r1u3ia0mmyvrdfvfca,Gabriel Pinheiro,2018,0,,43,BRONCE,13,,0,,0,,0,,0,,50,PLATA,10,,2,9,4,64,1,0,0.0,1,61.0,105,109,100,1
2ophzvwbcrz1r1lyq2yux04q1,L. Chaverra,1103,0,,23,,90,ORO,20,,20,,47,BRONCE,13,,67,PLATA,70,PLATA,5,24,12,37,6,0,0.0,1,60.7,61,119,101,3
1pd7vkiwbfmbvettnk6k1tlud,M. Ortiz,1007,23,,33,BRONCE,90,ORO,20,,20,,0,,0,,47,BRONCE,100,ORO,3,4,4,52,9,1,11.1,1,57.1,91,108,91,3
2s376s2txd9nvnnatxcwzv5k9,Willian Formiga,2472,0,,20,,0,,0,,0,,0,,0,,50,PLATA,0,,0,12,2,72,8,0,0.0,0,60.0,120,75,63,4
3hsfrn00wsplwn3axtwj3h84q,T. Ostchega,1863,0,,10,,47,BRONCE,10,,0,,20,,80,ORO,27,,53,PLATA,0,21,37,40,5,0,0.0,0,55.6,72,116,98,1
8ls8npa774mbrxje10ff46sb9,C. Gruezo,2538,27,,13,,0,,10,,10,,20,,0,,13,,13,,4,20,11,23,21,0,0.0,1,46.0,50,143,96,8
8zueqj5cox9h01rf6ajuthqms,I. Román,1889,0,,33,BRONCE,33,BRONCE,0,,0,,0,,0,,47,BRONCE,20,,1,5,8,55,3,0,0.0,1,60.4,91,78,70,3
9stxiyx0bhzpnnz0434458ell,A. Angulo,2142,0,,33,BRONCE,33,BRONCE,0,,0,,0,,0,,57,PLATA,0,,2,3,6,53,0,0,0.0,1,58.9,90,101,94,0
81jdmjxcrg1m612b2bsjb9z3d,João Vieira,2925,33,BRONCE,13,,0,,0,,63,PLATA,40,BRONCE,0,,13,,0,,6,29,9,19,12,1,8.3,1,47.5,40,113,84,4
a35r6fa79ipqqktiff3uhz6j9,J. Bamba,2730,47,BRONCE,0,,0,,13,,20,,73,PLATA,70,PLATA,0,,0,,6,51,40,14,20,1,5.0,0,40.0,35,145,98,22
dp2tnjilpke1ph1fdjgno9zop,E. Mejía,2367,13,,0,,23,,10,,10,,53,PLATA,70,PLATA,10,,0,,4,36,34,12,11,0,0.0,0,37.5,32,127,100,9
5idfnf5wxqpdl73697xm2qb4l,P. McNair,1745,20,,20,,13,,10,,0,,0,,0,,33,BRONCE,13,,0,5,0,31,4,0,0.0,0,63.3,49,99,88,0
a7eouwlsa4wxbc19ras5wx5h,N. Tripichio,1067,13,,0,,70,PLATA,57,PLATA,0,,47,BRONCE,27,,27,,100,ORO,1,23,22,34,10,0,0.0,0,52.3,65,153,113,11
88930oju3z3hs7ykbbb14wq8l,F. Viáfara,1011,27,,0,,70,PLATA,30,BRONCE,0,,33,BRONCE,77,ORO,10,,100,ORO,0,20,22,11,25,0,0.0,0,28.2,39,116,95,3
7hey63adr64681u17j9t5m9xx,E. Serje,1168,0,,57,PLATA,80,ORO,20,,0,,0,,23,,47,BRONCE,90,ORO,2,9,13,52,2,0,0.0,2,50.5,103,124,104,2
be9ms8a7dyrc1mriumfgadxhx,H. Rodallega,1848,50,PLATA,70,PLATA,0,,40,BRONCE,30,BRONCE,87,ORO,13,,40,BRONCE,0,,19,49,13,107,70,2,2.9,3,45.9,233,79,26,24
cjtqtr93yjd3ee7tslzi1bd9l,F. Russo,1169,0,,23,,70,PLATA,30,BRONCE,0,,0,,33,BRONCE,27,,90,ORO,2,7,13,44,2,0,0.0,1,51.8,85,137,126,1
5ym1q9duaf8gaumjc83ze4vyt,B. Stuver,3240,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,3,5,0,0,0.0,0,83.3,6,56,56,0
1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,3009,0,,43,BRONCE,0,,0,,0,,0,,0,,70,PLATA,0,,2,11,3,62,0,0,0.0,1,71.3,87,78,70,1
12y3d98dg1l6r0horxcnpenrp,A. González,2587,23,,0,,13,,10,,0,,20,,37,BRONCE,0,,13,,1,24,30,15,9,1,11.1,0,51.7,29,160,115,10
14862d2infc78x629xbd4be8l,D. Gazdag,2617,0,,10,,0,,13,,20,,40,BRONCE,0,,0,,0,,6,31,11,8,3,0,0.0,0,33.3,24,90,41,21
1jfjvm6tguac6u8zlvf02gbxm,T. Galván,2259,0,,23,,0,,10,,0,,40,BRONCE,57,PLATA,13,,23,,2,31,32,21,8,0,0.0,1,40.4,52,124,78,10
aqsxlp9s5qw2jlcr7cfmu142x,S. Támara,0,13,,0,,0,,0,,0,,60,PLATA,0,,20,,0,,2,70,6,16,14,0,0.0,0,42.1,38,109,59,12
